station_id,station_name,total_bikes,mean_fsq_POI_popularity,mean_fsq_POI_price,mean_fsq_POI_rating,count_fsq_POIs
bcec7984130804fb8e3ceea8c4ed2061,P124 3rd St / Taylor St (Sponsored by APS),12,0.9563355591700166,1.9230769230769231,7.644444444444444,28
c0932901743359c499780029d8549433,P133 5th Ave / McDowell Rd,20,0.9403165614800123,1.4666666666666666,7.576923076923077,16
c1b890c63cf0a734dca62f21afc42b5d,P120 Central Ave / Taylor St,12,0.9209236878961448,1.8620689655172413,7.8304347826086955,35
c570a5983692409ebe2a875d8dce60d2,P107 17th Ave. and Jefferson St. ,12,0.9754447720809882,1.0,7.55,3
ca3c266b8f2edd0a617d2626768774eb,P141 Phoenix College,10,0.9591118349762592,1.5,8.3,5
cac663c57dee1dafd5f152bb906e97d5,P211 10th St / Pierce,6,0.8203258706631027,1.2,8.666666666666666,5
cb4373b3cc89e041a72730400204f509,P115 Adams and 2nd Street ,7,0.9447527608346733,1.8974358974358974,7.575757575757576,50
cbd70de9bd46949f297f5d332a93f951,P112 3rd St / Washington St (Convention Center),7,0.9598614710903953,1.868421052631579,7.593548387096774,48
ccfd57f453bbdacff8a335974083d103,P140 8th St / Sheridan St,10,0.9117321677724649,1.6363636363636365,8.15,12
ce9511579a675c959184e01c7bbee502,P161 5th Ave / Roosevelt St,12,0.9221697565930469,1.6923076923076923,8.033333333333333,15
d0c1a936f1125c6af6a566c4da5aeb82,ASU Business Administration Building (Virtual Hub),5,0.9488629221187361,1.2222222222222223,7.0,13
d334f65221f6a681f8b03433f36e2075,T19 Kiwanis Park,9,,,,1
d3831f612cd0217c8e0966041b38625b,P132 10th St / Roosevelt St,10,0.8666429617509613,1.1428571428571428,8.18,7
d442d37ff6ef724e22dad67d3ca21925,P159 Sherman St / 3rd Ave.,15,0.9459804687756536,1.2,7.7749999999999995,6
d7143785593ae4ee8ac8740dc7793b07,T21 Forest Ave/ Lemon St. (Gammage),20,0.9556719207881998,1.1428571428571428,7.266666666666667,10
deb09562cebdde49d1c7d00a324464d9,7th St. / Garfield St,2,0.8997463699111441,1.5,7.9,29
df002b527adfa25353ad90b1d55c947e,T22 Baseline Rd / Priest Dr,9,0.9344060523730442,1.2857142857142858,6.35,14
e13f4ac220b91769275c7b1891b3db05,P210 18th St. & Washington ,10,0.9568776310345507,1.0,6.75,5
e1ec743fb3c7d5e32445a9e8c477fbd5,T28 Rio Salado Pkwy / Mill Ave,10,0.9790226272784412,2.0,7.8999999999999995,5
e3dc78681e43549bbbcb2524946e007a,T02 3rd St / Mill Ave,9,0.9256273791157512,1.75,7.416129032258064,48
e551f00bfcdd21fd2357ca41a4dae611,P121 5th St / Van Buren St (Sponsored by APS),14,0.9432448130902839,1.8823529411764706,7.208333333333333,20
e8ea2c46e05597b2b23d1c3b0ced3e8d,T29 Tempe Town Lake Marina,9,0.9442888977772698,1.6666666666666667,,4
eafc61cf384a9311bc8f8f25f1b3efc6,T13 College Ave / Apache Blvd,12,0.9455973944346038,1.2,7.075,8
ebb4ed2cfc9d563f8f15f9861a3ebccf,P150 Central Ave / Camelback Rd (Sponsored by SRP),17,0.9450638404791909,1.6538461538461537,7.834999999999999,32
f193ecdd21dfcfc39f691e353345c3a9,P148 Central Ave / Glenrosa Ave (Sponsored by SRP),10,0.9652041234044137,2.0,7.94,7
f46a84ba614d9c9aba02706e5b7825b3,P147 7th Ave / Glenrosa Ave,10,0.9203974545048565,1.6,7.735714285714286,23
